x,depth,price,x,y,z,class
1.9,61,4081,6.06,6,1.8,1
1.9,60.8,4081,6.15,6.08,1.84,1
1.9,60.7,4081,6.1,6.07,1.76,1
1.15,61,4081,7.05,7.09,4.41,1
1,61.8,4081,6.56,6.61,4.04,1
1.11,60.1,4084,6.67,6.69,4.09,0
1.14,60.1,4084,6.5,6.56,1.94,0
1.11,61.6,4084,6.4,6.44,4.01,1
1.64,60.8,4084,5.54,5.56,1.41,1
1,64.1,4084,6.55,6.5,4.09,0
1,61.1,4084,6.56,6.49,4.01,1
1.18,56.8,4086,7.11,7.06,4.08,1
1.8,61,4086,5.91,5.97,1.69,0
1.91,61.6,4086,6.04,6.09,1.89,1
1,56.8,4086,6.6,6.49,1.71,1
1.8,61,4087,6,5.98,1.71,1
1,61.1,4088,6.1,6.11,1.96,1
1,58.6,4088,6.57,6.5,1.81,1
1.9,61,4088,6.1,6.06,1.84,0
1,61,4088,6.15,6.1,1.99,1
1,61.1,4088,6.17,6.1,4,1
1.9,60.4,4089,6.11,6.15,1.81,1
1,60.8,4089,6.49,6.46,1.94,0
1.85,61,4089,6,6.04,1.79,0
1.91,60.6,4089,6.19,6.11,1.81,0
1.19,61,4090,6.6,6.56,4.08,1
1.19,59,4090,6.78,6.75,1.98,1
1.9,61.7,4090,6.01,6.1,1.87,0
1.17,59.9,4091,6.81,6.86,4,1
1.16,60.1,4091,6.55,6.59,4.01,1
1.79,60.7,4091,5.94,5.95,1.67,1
1,60.7,4091,6.61,6.69,4,1
1.9,61,4091,6.08,6.04,1.89,0
1.9,59.8,4091,6.16,6.1,1.71,0
1.9,61,4091,6.05,6,1.86,0
1.9,61.7,4091,6.11,6,1.85,0
1.9,61,4091,6.08,6.04,1.89,0
1.9,61.6,4091,6.04,6,1.86,0
1.9,59.6,4091,6.1,6.15,1.7,0
1.11,57,4091,6.57,6.66,1.78,1
1.9,60.1,4091,6.1,6.15,1.81,1
1.11,59.7,4091,6.85,6.76,4.06,1
1.18,61.1,4091,6.6,6.51,4.09,1
1.71,61,4094,5.75,5.78,1.57,0
1,61.7,4095,6.1,6.16,1.97,0
1.7,60.1,4095,5.76,5.79,1.48,1
1.11,57.7,4095,6.68,6.64,1.84,1
1.11,61,4095,6.46,6.44,4,0
1.9,60.6,4096,6.1,6.15,1.84,1
1,60.9,4096,6.69,6.64,4.07,0
1.91,61.4,4096,6.09,6.08,1.86,1
1.91,61.4,4096,6.15,6.1,1.89,1
1.5,61.6,4096,7.11,7.1,4.55,1
1.16,60.9,4096,6.6,6.56,4,1
1.95,60.5,4098,6.11,6.16,1.84,1
1.94,61.4,4098,6.16,6.11,1.91,0
1.18,60,4098,6.57,6.61,4.01,1
1.11,60.8,4098,6.9,6.85,4.15,1
1.9,60.1,4099,6.07,6.1,1.79,1
1,60.9,4099,6.41,6.5,4,1
1.9,61.8,4099,6,6.06,1.85,1
1.11,66.1,4099,6.6,6.56,4.16,1
1.1,60.6,4099,6.88,6.81,4.11,1
1.11,60.9,4000,6.5,6.58,1.98,1
1,61.6,4000,6.6,6.64,4.05,1
1.9,60.8,4000,6.07,6.09,1.81,1
1.9,60.8,4000,6.07,6.1,1.81,1
1.9,60.9,4000,6.1,6.09,1.84,1
1.11,60.7,4000,6.46,6.5,4,1
1.97,61.7,4000,6.1,6.18,1.95,0
1.97,60.1,4000,6.17,6.11,1.89,0
1,60.6,4001,6.6,6.66,4.09,0
1,60.7,4001,6.54,6.65,4.07,0
1.1,60.8,4001,6.8,6.85,4.11,1
1.1,60.1,408,4.15,4.17,1.61,0
1.1,60.7,408,4.11,4.17,1.64,1
1.1,61.1,408,4.19,4.11,1.68,1
1.1,60.1,408,4.17,4.4,1.69,0
1.1,60.7,408,4.14,4.18,1.69,0
1.1,61.1,408,4.1,4.11,1.71,1
1.1,60.5,408,4.16,4.4,1.65,0
1.1,61.8,408,4.1,4.14,1.76,1
1.1,61.1,408,4.19,4.14,1.71,0
1.11,60.5,409,4.44,4.47,1.74,1
1.15,61.1,409,4.5,4.51,1.86,1
1.15,59.7,409,4.08,4,1.44,0
1.1,60.1,400,4.17,4.14,1.61,1
1.15,61,400,4.01,4.05,1.5,1
1.16,60.6,400,4.54,4.58,1.8,1
1.1,61,400,4.18,4.1,1.66,1
1.1,61.1,400,4.17,4.18,1.66,1
1.11,58.5,400,4.06,1.98,1.15,1
1.14,61.5,401,1.96,1.98,1.48,0
1.17,61,401,4.05,4.09,1.58,1
1.1,60.9,401,4.19,4.14,1.67,1
1.17,60.6,401,4.09,4.11,1.55,0
1.17,61.1,401,4.04,4.05,1.58,1
1.1,60,401,4.1,4.14,1.6,0
1.1,61.1,401,4.16,4.18,1.66,1
1.1,61,401,4.1,4.14,1.68,1
1.11,61.1,401,4.16,4.17,1.71,1
1.14,60.9,401,4.5,4.54,1.8,1
1.11,60.4,401,4.44,4.48,1.74,1
1.1,60,401,4.1,4.11,1.64,1
1.11,60.1,577,4.01,4.07,1.41,1
1.1,60,577,4.11,4.14,1.65,1
1.1,61,577,4.15,4.18,1.7,0
1.17,60.9,577,4.07,4.1,1.55,1
1.17,60.1,577,4.14,4.17,1.56,1
1.17,60,577,4.08,4.1,1.56,0
1.17,60.7,577,4.05,4.08,1.57,1
1.17,60.5,577,4.1,4.11,1.55,0
1.15,61.5,577,4.06,4.01,1.51,1
1.15,59.8,577,4.09,4.07,1.44,1
1.15,60,577,4,4.08,1.46,1
1.15,61.7,577,4.01,1.98,1.5,1
1.11,60,577,4.45,4.49,1.68,1
1.1,61.6,578,4.11,4.16,1.71,1
1.1,60.1,578,4.4,4.44,1.7,1
1.16,60.6,578,4.08,4.01,1.51,1
1.1,60.5,578,4.18,4.1,1.64,0
1.4,61.6,579,4.7,4.75,1.96,1
1.4,61,579,4.7,4.74,1.91,1
1.16,61.1,579,4.59,4.61,1.87,0
1.1,56.9,579,4.51,4.47,1.56,0
1.11,60.4,579,4.41,4.47,1.69,0
1.11,61.1,579,4.41,4.44,1.76,0
1.11,60.6,579,4.46,4.49,1.7,0
1.11,61.4,579,4.17,4.4,1.78,0
1.11,60.1,579,4.49,4.55,1.71,0
1.11,61.8,579,4.16,4.18,1.79,0
1.11,60.1,579,4.47,4.49,1.7,0
1.11,60.1,579,4.44,4.46,1.71,0
1.11,60.5,579,4.44,4.47,1.74,1
1,65.7,4001,6.05,6.1,4.06,1
1,66.9,4001,6.05,6.11,4.04,0
1.19,60,4001,6.71,6.6,4,0
1.11,60.8,4001,6.47,6.41,1.98,1
1.9,61.1,4001,6.07,6.01,1.81,1
1.9,61.6,4001,6,6.06,1.8,1
1.16,60.9,4001,6.47,6.51,4.01,1
1.9,61,4001,6.07,6.01,1.88,1
1.9,64,4005,6.09,6.05,1.91,0
1.17,61.4,4005,6.54,6.47,4.06,1
1.1,61.1,4006,6.84,6.8,4.14,1
1.9,60,4006,6.11,6.16,1.8,0
1,64.1,4006,6.18,6.1,4.05,0
1.94,60.9,4006,6.19,6.14,1.88,0
1,65.6,4006,6.11,6.08,4.07,0
1.1,61.1,4006,6.98,6.96,4.4,1
1,61.6,4007,6.17,6.4,4,1
1.9,65.7,4007,6,6.05,1.99,1
1.9,65.7,4007,6.04,5.99,1.95,1
1.9,60.1,4008,6.19,6.14,1.8,1
1.9,61.1,4008,6.09,6.15,1.87,1
1.87,61.6,4008,6.07,6.08,1.84,1
1.9,65.8,4008,6,6.04,1.96,0
1.9,61.9,4009,6.11,6.01,1.89,1
1.91,60.5,4000,6.11,6.11,1.86,0
1.8,60.6,4000,5.98,6,1.69,1
1.15,61.8,4001,6.18,6.45,4.09,1
1.11,60.9,4001,6.51,6.4,1.94,1
1.9,61,4001,6,6.06,1.87,1
1.19,58.5,4001,6.75,6.8,1.96,1
1.91,61.5,4001,6.1,6.14,1.89,0
1.11,60.5,579,4.41,4.45,1.71,1
1.11,60,579,4.41,4.47,1.71,0
1.11,60,579,4.47,4.49,1.69,0
1.11,60.6,579,4.4,4.44,1.68,0
1.15,61,4111,6.51,6.46,4.01,1
1.16,60,4114,6.6,6.61,1.97,1
1.9,61.4,4114,6.08,6.01,1.9,1
1.17,61.8,4114,6.54,6.49,4.09,1
1.11,60.5,4115,6.56,6.51,1.96,1
1,61,4116,6.58,6.6,4.09,1
1.98,56.8,4116,6.68,6.51,1.75,1
1.11,61.7,4117,6.45,6.18,4.01,1
1.11,60.8,4117,6.59,6.5,4.05,1
1,61,4117,6.67,6.64,4.01,1
1,61.9,4117,6.15,6.1,1.98,0
1.11,61.7,4117,6.44,6.4,4.01,1
1.7,61.8,4118,5.66,5.7,1.57,0
1.91,60,4118,6.16,6.11,1.84,1
1.91,61.9,4118,6.07,6.1,1.89,1
1.91,60.7,4118,6.1,6.01,1.8,1
1,61.1,4118,6.16,6.11,1.99,0
1.86,60.6,4118,6.06,6.08,1.74,0
1.71,61,4118,5.7,5.78,1.56,1
1.9,61.8,4118,6.07,6.01,1.86,1
1.11,61.6,4119,6.1,6.18,1.97,1
1.76,60.1,4119,5.87,5.9,1.6,1
1.9,59.8,4119,6.04,6.1,1.69,0
1.91,60.4,4119,6.14,6.11,1.86,0
1.8,61.9,4119,5.95,5.88,1.71,0
1.9,64.4,4119,6.08,6.04,1.9,1
1.9,61.7,4119,6.01,6,1.84,1
1.91,61.8,4119,6.14,6.09,1.9,0
1.18,60.6,4119,6.81,6.79,4.09,0
1.19,60,4110,6.61,6.58,4.01,1
1.94,61.1,4110,6.17,6.11,1.89,1
1.7,61.1,4110,5.68,5.71,1.55,0
1.9,61,4111,6.09,6.01,1.85,1
1.9,64.1,4111,6.01,6,1.89,1
1.9,59.9,4111,6.16,6.19,1.76,1
1.91,60.7,4111,6.15,6.18,1.8,0
1.91,61.8,4111,6.04,6.08,1.87,1
1.17,58.7,4111,6.64,6.68,1.9,1
1.1,61,4111,6.77,6.7,4.15,1
1.11,61,4111,6.16,6.1,1.99,1
1.14,61.8,4111,6.68,6.64,4.08,0
1.14,61.7,4111,6.69,6.6,4.14,0
1.9,61.7,4114,6.01,6.07,1.81,1
1.9,64,4114,6.07,6.04,1.88,1
1.78,60.5,4114,6,6.01,1.64,1
1,61,4114,6.14,6.14,1.97,1
1,64,4114,6.15,6.19,4,1
1.96,57.6,4114,6.51,6.56,1.77,0
1.9,61.4,4114,6.09,6.05,1.85,1
1.9,61.5,4114,6.01,6,1.88,1
1.15,61,4114,6.48,6.44,4.07,1
1.9,61.9,4114,6.01,6.06,1.81,1
1.9,61,4114,6.04,6.09,1.8,1
1.9,61.6,4114,6,6.06,1.87,1
1.9,58.7,4114,6.14,6.1,1.7,1
1.9,61,4114,6.11,6.09,1.85,1
1.9,60.1,4114,6.11,6.18,1.79,1
1,60.8,4114,6.44,6.18,1.9,1
1.1,59,4114,6.99,6.95,4,1
1,61,4114,6.19,6.11,1.95,1
1,61,4114,6.19,6.11,1.88,1
1.7,59.1,4114,5.88,5.84,1.47,1
1.1,60,4114,6.8,6.78,4.05,1
1.1,61,4114,6.74,6.64,4.14,1
1,60.8,4114,6.45,6.4,1.9,1
1,60.4,4115,6.69,6.71,4.05,1
1.17,61,4115,6.51,6.57,4.06,1
1.17,58.9,4115,6.76,6.7,1.97,1
1.17,60.7,4117,6.55,6.6,1.99,1
1,61.8,4117,6.11,6.18,1.99,1
1.11,60.1,4118,6.51,6.48,1.9,1
1.9,60.8,4118,6.11,6.08,1.81,1
1.16,60,4118,6.6,6.55,4.01,0
1.11,60.4,4118,6.51,6.49,1.91,1
1.11,61,4118,6.44,6.4,1.99,1
1.11,61,4118,6.44,6.18,4.04,1
1.11,61.8,4118,6.46,6.17,4.09,1
1.11,61,4118,6.41,6.11,1.95,1
1.16,61.5,4118,6.55,6.5,4.08,0
1.11,59.9,4118,6.59,6.56,1.94,1
1.11,59.9,4118,6.51,6.5,1.9,1
1,61.5,4119,6.1,6.17,1.96,1
1,60.6,4119,6.49,6.55,1.95,1
1,61.6,4119,6.4,6.45,4.01,1
1,60.4,4119,6.46,6.5,1.98,1
1.9,60.5,4119,6.08,6.15,1.81,1
1.9,60.5,4119,6.05,6.1,1.8,0
1.14,60.4,4140,6.51,6.47,1.99,1
1.7,60.7,4140,5.68,5.7,1.5,0
1.79,61,4140,5.9,5.91,1.67,0
1.9,61,4140,6.1,6.11,1.86,0
1.14,60.6,4140,6.57,6.55,4.04,0
1.14,60,4140,6.57,6.51,1.99,0
1.15,60.1,4140,6.55,6.6,4.01,0
1.18,59.8,4140,6.66,6.71,4,0
1.15,61.5,4140,6.45,6.5,4.05,0
1.18,61.1,4140,6.5,6.54,4.01,0
1.11,60.1,4140,6.5,6.51,1.91,1
1.15,61.1,4140,6.49,6.51,4,0
1.15,60.6,4140,6.49,6.56,4.01,0
1.9,60.8,4140,6.14,6.16,1.8,1
1.6,61,4140,5.41,5.46,1.18,1
1,60.1,4140,6.54,6.49,1.91,1
1.9,60.8,4140,6.1,6.08,1.81,1
1.9,59.5,4140,6.14,6.16,1.75,0
1,60.6,4141,6.15,6.19,1.86,1
1,60.1,4141,6.49,6.51,1.91,1
1,61.7,4141,6.17,6.11,1.95,1
1,61.9,4141,6.17,6.14,4,1
1,60.8,4141,6.44,6.17,1.96,1
1,60.9,4141,6.41,6.4,1.97,1
1,60,4141,6.54,6.46,1.97,1
1,61.4,4141,6.41,6.17,1.99,0
1,59.9,4141,6.5,6.48,1.89,1
1,59,4141,6.55,6.5,1.86,0
1,58.8,4141,6.61,6.57,1.88,1
1,60.6,4141,6.44,6.19,1.95,1
1,60.5,4141,6.4,6.14,1.91,1
1,61,4141,6.41,6.18,1.97,1
1,59.9,4141,6.55,6.48,1.9,1
1,61.7,4141,6.18,6.18,4.01,1
1.84,60.4,4141,6.05,6,1.7,1
1,60.1,4141,6.14,6.44,1.91,1
1.76,61,4141,5.84,5.87,1.61,1
1.11,60.5,4141,6.51,6.57,1.96,1
1.91,61.4,4141,6.07,6.11,1.91,0
1.7,61.7,4144,5.67,5.7,1.57,1
1.14,61.8,4144,6.4,6.48,4.05,1
1.19,59.1,4144,6.67,6.7,1.96,1
1,61.5,4144,6.15,6.17,4.04,1
1,61.8,4144,6.16,6.4,4,1
1,61.8,4144,6.51,6.48,4.05,1
1,61.1,4144,6.16,6.1,4,0
1.11,57.7,4146,6.7,6.61,1.84,1
1.7,60.6,4146,5.86,5.7,1.5,1
1.9,60.4,4146,6.17,6.14,1.78,1
1.91,61.4,4147,6,6.07,1.89,1
1.96,61.1,4147,6.17,6.11,1.95,0
1.11,61,4148,6.41,6.47,4,1
1,61.5,4149,6.14,6.19,1.98,0
1,60,4149,6.41,6.48,1.94,0
1,61,4149,6.17,6.4,1.96,0
1.91,61.6,4149,6.11,6.14,1.9,0
1.1,61.7,4149,6.8,6.78,4.16,1
1.1,61.9,4149,6.78,6.74,4.15,1
1,61.4,4149,6.11,6.17,1.99,1
1.15,61.5,4150,6.65,6.71,4.08,0
1.15,60.7,4150,6.7,6.78,4.06,0
1.11,61.8,4150,6.1,6.17,4.04,0
1.11,61.4,4150,6.61,6.58,4.01,1
1,60.9,4150,6.65,6.61,4,1
1.91,60.5,4150,6.17,6.11,1.84,0
1.1,61.6,4150,6.71,6.68,4.1,0
1.9,61,4151,6.05,6.09,1.8,0
1.14,58.1,4151,6.61,6.67,1.87,1
1.11,61.4,4151,6.17,6.41,4.06,1
1.71,61,4151,5.71,5.75,1.56,1
1.9,61.8,4151,6.07,5.99,1.85,1
1.14,61.5,4151,6.45,6.19,4,1
1.71,61.1,4151,5.79,5.71,1.58,1
1.9,59.1,4151,6.11,6.18,1.77,1
1.91,60.7,4151,6.17,6.19,1.84,1
1.15,61.1,4151,6.47,6.5,4.04,1
1.9,59.8,4151,6.08,6.11,1.7,1
1.9,61.1,4151,6.04,6.09,1.84,1
1.91,61,4154,6.07,6.1,1.9,0
1.9,60,4155,6.1,6.14,1.79,1
1,61.9,4155,6.16,6.41,4.01,1
1,59.9,4155,6.41,6.46,1.86,1
1.16,61.8,4155,6.47,6.51,4.08,1
1,60.5,4155,6.18,6.4,1.91,1
1,60.6,4155,6.1,6.17,1.9,1
1.16,61.9,4155,6.78,6.74,4.11,1
1.11,60.4,4155,6.51,6.47,1.99,0
1.91,59.8,4156,6.11,6.19,1.8,1
1.11,61.6,4156,6.68,6.61,4.06,1
1,65.1,4156,6.1,6.01,4.05,0
1.9,61,4156,6.08,6.05,1.81,0
1,61.8,4156,6.16,6.1,4.04,0
1.9,61.7,4156,6.09,6.01,1.86,0
1.9,65,4156,6.09,6.04,1.94,0
1,65.1,4156,6.11,6.11,4,1
1,61.6,4156,6.18,6.14,1.98,1
1,66.4,4156,6.1,6.04,4,1
1,60.8,4156,6.41,6.18,1.96,0
1.9,61.6,4157,6,6.04,1.89,0
1.9,61.1,4157,6.08,6.14,1.87,0
1.14,58.5,4157,6.61,6.68,1.89,1
1.16,58.8,4157,6.61,6.67,1.9,0
1,60.8,4157,6.41,6.18,1.96,1
1.9,61.6,4158,6,6.04,1.89,1
1.91,61.7,4158,6,6.04,1.9,0
1.91,61.1,4158,6.06,6.08,1.9,0
1.91,60.4,4158,6.15,6.19,1.85,0
1.91,60.9,4158,6.15,6.17,1.8,0
1.71,60.9,4158,5.78,5.8,1.59,1
1,60.5,4158,6.15,6.41,1.91,0
1.84,60.4,4159,6.07,6.01,1.68,0
1,61,4159,6.64,6.67,4.01,1
1.17,61.5,4159,6.8,6.7,4.11,1
1.9,60.8,4159,6.11,6.01,1.75,0
1.9,61.1,4159,6.1,6.06,1.88,0
1.9,61,4159,6.1,6.04,1.81,0
1,60.8,4160,6.45,6.5,1.94,1
1,59.1,4160,6.51,6.58,1.88,0
1,59.8,4160,6.5,6.57,1.9,1
1,57.6,4160,6.56,6.66,1.8,1
1,60.5,4160,6.16,6.41,1.91,1
1,58.9,4160,6.55,6.59,1.87,1
1,60.8,4160,6.41,6.47,1.98,1
1,61,4160,6.17,6.41,4.04,1
1,60.1,4160,6.41,6.45,1.94,1
1,60.7,4160,6.47,6.41,1.98,0
1.9,61.5,4160,6.07,6.1,1.87,0
1,60.1,4161,6.41,6.5,1.96,1
1,60.5,4161,6.15,6.44,1.91,1
1.8,60.6,4161,5.95,5.97,1.67,0
1,64.9,4161,6.07,6.11,4.01,1
1.19,61,4164,6.6,6.55,4.08,1
1.94,61.5,4164,6.16,6.08,1.89,1
1.96,60.1,4165,6.15,6.18,1.84,0
1,65.9,4165,6.09,6.01,1.99,0
1.9,64.6,4165,6.01,6.01,1.91,1
1,61.6,4165,6.6,6.56,4.01,1
1,61.7,4165,6.17,6.1,1.97,0
1.91,61.7,4165,6.15,6.1,1.9,1
1.9,60.7,4166,6.01,6.09,1.8,1
1.16,60.4,4167,6.56,6.6,1.98,1
1.16,60.6,4167,6.61,6.6,4,1
1.9,61.1,4167,6.06,6.09,1.85,1
1.9,64.1,4168,6.07,6,1.9,1
1.8,61.6,4168,5.89,5.91,1.7,0
1.11,61.1,4168,6.41,6.48,4.01,1
1.9,65,4168,6.01,6.06,1.91,1
1.9,64.5,4168,6.01,6.07,1.9,1
1.1,61.4,4168,6.81,6.79,4.15,1
1.11,61.1,4168,6.5,6.41,4.01,1
1,60,4169,6.45,6.19,1.86,0
1.9,60.7,4169,6.04,6.11,1.8,0
1.9,60.9,4169,6.07,6.11,1.84,0
1.9,60.1,4169,6.05,6.1,1.79,0
1.9,60.9,4169,6.08,6.14,1.78,0
1.9,61.6,4169,6.04,6.1,1.86,0
1.9,61.6,4169,6.08,6.01,1.88,0
1,61.1,4169,6.16,6.19,1.97,1
1.9,60.7,4169,6.09,6.06,1.8,1
1,61.8,4169,6.4,6.44,4.01,0
1,61.6,4169,6.57,6.51,4,1
1.1,61.7,4169,6.8,6.75,4.11,1
1.1,61.6,4169,6.74,6.7,4.1,1
1,60,4170,6.48,6.44,1.88,0
1,61.4,4170,6.41,6.19,4.06,1
1.8,60.8,4170,5.97,6.01,1.7,1
1.16,60.8,4170,6.57,6.6,4.07,1
1.15,61.7,4170,6.7,6.69,4.1,0
1,61.1,4170,6.19,6.1,4.01,0
1,61.5,4170,6.4,6.18,1.91,0
1.81,60.1,4170,6.06,6.08,1.71,0
1.11,59.9,4170,6.8,6.76,4.06,1
1,60.9,4171,6.58,6.64,4.09,1
1,61.4,4171,6.6,6.64,4.01,1
1,59.7,4171,6.48,6.55,1.89,1
1,58,4171,6.56,6.61,1.81,1
1.19,60.7,4171,6.59,6.51,4.05,1
1.19,56.4,4171,6.97,6.9,1.9,1
1.11,60.4,4171,6.5,6.48,1.99,0
1.1,61.1,4174,6.7,6.66,4.11,1
1.74,59.1,4174,5.85,5.87,1.47,1
1,64.6,4174,6.07,6.1,4,1
1.18,60.1,4174,6.81,6.78,4.07,1
1,60.8,4174,6.45,6.16,1.96,1
1.11,61.4,4174,6.5,6.41,4.01,1
1.91,61.1,4174,6.17,6.1,1.89,1
1.11,61,4174,6.41,6.4,4.04,1
1.96,60,4174,6.16,6.11,1.8,1
1.1,61.7,4174,6.71,6.67,4.1,1
1.65,60.7,4175,5.61,5.65,1.41,1
1,61.1,4175,6.61,6.65,4.01,1
1,61.7,4176,6.41,6.17,4,1
1.9,58.4,4176,6.11,6.18,1.7,0
1,61,4176,6.51,6.59,4.01,1
1,61,4176,6.59,6.6,4,1
1.18,60.5,4176,6.6,6.67,4.01,1
1.14,61,4176,6.7,6.71,4.07,1
1.17,61,4176,6.54,6.6,4.08,1
1,64.9,4176,6.14,6.1,4.07,1
1,64.1,4176,6.11,6.1,4.06,1
1,64,4176,6.1,6.06,1.97,1
1,65.9,4176,6.06,6,4.04,1
1,67.1,4176,6.06,6,4.05,1
1,65.9,4176,6.11,6.08,4.01,1
1,61.1,4176,6.18,6.1,1.95,1
1.11,61.4,4177,6.59,6.64,4.01,0
1.19,66,4177,6.81,6.75,4.48,0
1.9,57.4,4177,6.16,6.19,1.6,1
1.14,61,4177,6.6,6.51,4.07,0
1.14,60.9,4177,6.58,6.51,1.99,0
1.14,61.9,4177,6.47,6.41,4.06,0
1.9,64,4178,6.01,6.07,1.87,0
1,60.9,4178,6.4,6.45,1.98,1
1.11,61,579,4.4,4.41,1.74,0
1.11,61.5,579,4.41,4.45,1.77,0
1.11,59.1,579,4.5,4.55,1.68,1
1.11,60.1,579,4.46,4.49,1.74,0
1.11,60.9,579,4.41,4.46,1.75,0
1.11,60.5,580,4.19,4.41,1.7,0
1.11,60.4,580,4.41,4.49,1.74,1
1.11,60,580,4.41,4.45,1.7,1
1.16,59.5,580,4.11,4.08,1.5,1
1.16,61.1,580,4,4.08,1.55,1
1.16,60.9,580,4.01,4,1.5,1
1.16,60,580,4.05,4,1.48,0
1.16,61,580,4.01,4,1.56,0
1.16,60.4,580,4.09,4.05,1.51,0
1.16,60.8,580,4.01,4.09,1.54,0
1.16,60.9,580,4,4,1.54,0
1.16,61,580,4.01,4,1.55,1
1.15,60.6,580,4.61,4.51,1.81,1
1.11,59.1,580,4.45,4.49,1.65,0
1.1,61,580,4.14,4.17,1.68,1
1.1,61,580,4.17,4.14,1.67,1
1.1,61.6,580,4.19,4.1,1.69,0
1.1,61.5,580,4.19,4.11,1.69,1
1.1,60.5,580,4.14,4.18,1.68,1
1.18,61.1,580,4.6,4.65,1.88,1
1.14,60.9,580,4.5,4.51,1.79,1
1.41,61,580,4.81,4.78,1.98,1
1.1,55.9,580,4.6,4.56,1.56,0
1.18,60.1,580,4.65,4.68,1.8,1
1.18,61.1,580,4.58,4.61,1.87,1
1.97,60.1,4178,6.17,6.4,1.91,1
1.17,58.5,4178,6.7,6.59,1.89,0
1.17,59.9,4178,6.67,6.6,1.98,0
1.14,60.8,4178,6.98,6.94,4.11,0
1.14,60.8,4178,6.98,6.94,4.11,0
1.17,59.8,4178,6.7,6.65,1.99,0
1.9,61.9,4179,6,6.07,1.91,1
1.9,59.7,4179,6.11,6.16,1.79,1
1.6,61,4179,5.46,5.41,1.18,1
1.11,60.9,4180,6.47,6.41,1.99,1
1.11,60.8,4180,6.41,6.5,1.91,1
1.11,61.7,4180,6.17,6.41,4,1
1.91,60.8,4180,6.15,6.17,1.9,0
1.64,60.5,4180,5.57,5.59,1.41,1
1.98,64.4,4180,6.11,6.14,4.01,0
1.15,58.9,4180,6.7,6.6,1.91,1
1.15,61.1,4180,6.41,6.16,4.04,0
1.11,61.1,4181,6.65,6.68,4.05,1
1.11,61.5,4181,6.4,6.45,4.01,1
1.11,60.6,4181,6.51,6.47,4,1
1,60.8,4181,6.59,6.64,4.09,1
1,60.8,4181,6.6,6.61,4.09,1
1.11,61.8,4181,6.4,6.41,4.01,1
1.11,60.6,4181,6.51,6.61,1.99,1
1,61,4181,6.61,6.5,4,1
1.17,60.5,4184,6.59,6.67,4,0
1.9,61.4,4184,6.07,6.14,1.9,0
1.9,61.6,4184,6.01,6,1.86,0
1.9,61.1,4184,6.07,6.05,1.86,0
1.8,61.1,4184,5.94,6,1.71,1
1.9,61,4184,6.1,6.15,1.87,0
1.11,60.9,4184,6.41,6.55,1.95,1
1,60.8,4184,6.17,6.14,1.91,0
1.5,68.8,4184,6.94,6.87,4.75,1
1.9,61.1,4184,6.1,6.15,1.88,0
1,61.8,4184,6.17,6.1,1.98,0
1.11,61,4184,6.41,6.17,4.04,1
1.11,61.7,4184,6.48,6.4,4.04,1
1.11,61.5,4184,6.44,6.4,4,1
1.11,58,4184,6.84,6.6,1.9,1
1.9,60.5,4184,6.15,6.1,1.81,1
1.11,60.9,4184,6.5,6.46,1.95,1
1.11,59.8,4184,6.54,6.5,1.9,1
1.11,60.8,4184,6.5,6.47,4,1
1.11,60,4184,6.57,6.51,1.91,1
1.71,61,4185,5.71,5.77,1.57,0
1,60.4,4185,6.19,6.41,1.9,0
1.11,58.7,4186,6.6,6.55,1.86,0
1.9,61.9,4186,6.09,6.01,1.84,0
1.91,60.6,4187,6.1,6.14,1.86,0
1.9,59.9,4188,6.15,6.14,1.77,0
1.7,61.6,4189,5.7,5.75,1.64,1
1.9,61.9,4189,6.05,6.01,1.89,0
1.9,61,4189,6,6.09,1.81,1
1.14,61,4190,6.47,6.5,4.01,1
1.14,60.8,4190,6.47,6.5,4,1
1.14,60,4190,6.6,6.66,4.05,1
1.11,61.9,4190,6.17,6.47,4.04,0
1.14,61.1,4190,6.4,6.44,4,0
1.11,61.7,4190,6.66,6.6,4.06,1
1.11,61.7,4190,6.41,6.44,4.01,0
1.11,61.9,4190,6.18,6.4,4.01,0
1.11,61.5,4190,6.17,6.41,4,0
1.11,60.6,4190,6.46,6.47,1.98,0
1.9,60.8,4190,6.01,6.06,1.8,1
1.19,60,4190,7,6.94,4.16,1
1.11,61.4,4191,6.16,6.41,4.05,1
1.15,61.5,4191,6.46,6.41,4.09,1
1.85,61,4191,6.08,6.04,1.78,1
1.56,60.9,4191,5.18,5.1,1.18,1
1.9,60.6,4191,6.1,6.15,1.8,1
1.18,61.5,4194,6.68,6.74,4.16,1
1.11,61.1,4194,6.68,6.65,4.05,1
1,61.1,4195,6.15,6.19,1.96,1
1,59.4,4195,6.59,6.65,1.91,1
1,60.5,4195,6.11,6.17,1.87,1
1,57.8,4195,6.6,6.55,1.8,1
1,61.5,4195,6.15,6.11,4.01,1
1,64.4,4195,6.11,6.18,4.06,0
1,61,4195,6.4,6.1,4,0
1,66.1,4195,6.15,6.05,4,0
1,61.1,4195,6.19,6.09,1.95,1
1,60.1,4195,6.48,6.45,1.9,1
1,60.8,4195,6.45,6.4,1.9,1
1.9,60.5,4196,6.1,6.14,1.76,0
1.9,60.5,4196,6.08,6.1,1.8,0
1.11,60.5,4197,6.51,6.56,1.95,1
1.9,61.4,4197,6.04,6.06,1.84,0
1.91,61.1,4197,6.11,6.08,1.86,1
1.9,61.4,4198,6.01,6.08,1.9,1
